"logLik.1","logLik.2","logLik.3","logLik.4","logLik.5","logLik.6","logLik.7","logLik.8","logLik.9","logLik.10","logLik.11","logLik.12","logLik.13","parameters_others.1","parameters_others.2","parameters_others.3","parameters_others.4","parameters_log_inf.1","parameters_log_inf.2","parameters_log_inf.3","parameters_log_inf.4","parameters_log_inf.5","parameters_log_inf.6","parameters_log_inf.7","parameters_log_inf.8","parameters_log_inf.9","parameters_log_inf.10","parameters_log_inf.11","parameters_log_inf.12","parameters_log_inf.13","parameters_g_out_ICU.1","parameters_g_out_ICU.2","parameters_g_out_ICU.3","parameters_g_out_ICU.4","parameters_g_out_ICU.5","parameters_g_out_ICU.6","parameters_g_out_ICU.7","parameters_g_out_ICU.8","parameters_g_out_ICU.9","parameters_g_out_ICU.10","parameters_g_out_ICU.11","parameters_g_out_ICU.12","parameters_g_out_ICU.13","parameters_g_out_hosp.1","parameters_g_out_hosp.2","parameters_g_out_hosp.3","parameters_g_out_hosp.4","parameters_g_out_hosp.5","parameters_g_out_hosp.6","parameters_g_out_hosp.7","parameters_g_out_hosp.8","parameters_g_out_hosp.9","parameters_g_out_hosp.10","parameters_g_out_hosp.11","parameters_g_out_hosp.12","parameters_g_out_hosp.13","accept_others.1","accept_others.2","accept_others.3","accept_others.4","accept_log_inf.1","accept_log_inf.2","accept_log_inf.3","accept_log_inf.4","accept_log_inf.5","accept_log_inf.6","accept_log_inf.7","accept_log_inf.8","accept_log_inf.9","accept_log_inf.10","accept_log_inf.11","accept_log_inf.12","accept_log_inf.13","accept_g_out_ICU.1","accept_g_out_ICU.2","accept_g_out_ICU.3","accept_g_out_ICU.4","accept_g_out_ICU.5","accept_g_out_ICU.6","accept_g_out_ICU.7","accept_g_out_ICU.8","accept_g_out_ICU.9","accept_g_out_ICU.10","accept_g_out_ICU.11","accept_g_out_ICU.12","accept_g_out_ICU.13","accept_g_out_hosp.1","accept_g_out_hosp.2","accept_g_out_hosp.3","accept_g_out_hosp.4","accept_g_out_hosp.5","accept_g_out_hosp.6","accept_g_out_hosp.7","accept_g_out_hosp.8","accept_g_out_hosp.9","accept_g_out_hosp.10","accept_g_out_hosp.11","accept_g_out_hosp.12","accept_g_out_hosp.13"
-1583.43601740761,-1276.46757302852,-936.779680319993,-1064.50266933939,-677.608148751098,-6268.43841847404,-1352.76436629278,-9023.64051452828,-1137.01576535079,-1081.92475249383,-1354.61719263001,-1271.5414268325,-1096.22400890143,1.72662259212009,0.313542197949392,1.02638243320229,0.551839946798685,11.5669368498816,10.643103658825,9.51622252292425,10.0204571501288,8.09733302454605,10.2546363199878,11.5224414443916,11.3694523160821,10.0098376062342,9.88883523885141,10.3196062748552,10.8524449697687,10.0042841251069,0.125151299524904,0.115969383018452,0.185995388808885,0.109867747387967,0.112390876384291,0.0451821381263965,0.142562276220516,0.0680402651683524,0.132771072668569,0.120422995337228,0.107788703760725,0.113447554512097,0.166717822830148,0.216456569527331,0.214302137156147,0.253364349701801,0.15925547053942,0.334583216560623,0.0515155021365897,0.200580320561984,0.0478816243525788,0.276749207532928,0.215854715553263,0.280164514727264,0.199900175257243,0.214652458843785,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1
-1545.05971758475,-1250.31072929034,-930.492052955432,-1056.53694963479,-675.820955374128,-5875.43474503727,-1332.96743804608,-8007.46309438732,-1120.12884016102,-1066.74821670841,-1327.89024428156,-1255.96290095911,-1082.82611132974,1.72662259212009,0.313542197949392,1.02638243320229,0.535298549634982,11.5538395478162,10.6970030652629,9.51622252292425,10.0204571501288,8.09733302454605,10.2546363199878,11.515266602322,11.3913617221375,10.05535332299,9.88883523885141,10.3200825208129,10.8524449697687,10.0042841251069,0.12999357307441,0.115969383018452,0.185995388808885,0.109867747387967,0.112390876384291,0.0451821381263965,0.142562276220516,0.0623664366974291,0.132459175518388,0.110965885434432,0.104334589848829,0.110350511700597,0.166717822830148,0.216162529436936,0.214302137156147,0.253364349701801,0.15925547053942,0.334583216560623,0.0515155021365897,0.200580320561984,0.0478816243525788,0.276749207532928,0.200521919033403,0.280164514727264,0.199900175257243,0.214652458843785,0,0,0,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0
-1499.69888102769,-1228.61380680417,-921.987507176167,-1047.01360916276,-673.332609852264,-5159.87229926013,-1307.82977135764,-6921.98635698012,-1101.63700899298,-1054.13619596175,-1294.06502191125,-1236.80273091415,-1066.6642559021,1.72662259212009,0.313542197949392,1.02638243320229,0.512526086606413,11.5538395478162,10.6970030652629,9.51622252292425,10.0343885040865,8.25211585377534,10.2995353778008,11.515266602322,11.409558811731,10.05535332299,9.88883523885141,10.3200825208129,10.8524449697687,9.99787255747985,0.121793337587487,0.115969383018452,0.185995388808885,0.109867747387967,0.112390876384291,0.0451821381263965,0.136981368160225,0.0554897505331673,0.14985754898344,0.105569326710637,0.102728442370238,0.110350511700597,0.166717822830148,0.216162529436936,0.214302137156147,0.250019724310835,0.15925547053942,0.334583216560623,0.0509231288522495,0.209813066703875,0.0478816243525788,0.276749207532928,0.188615813041643,0.27347466854861,0.199900175257243,0.214652458843785,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0
-1499.81770430818,-1227.46949129492,-919.100883199547,-1048.47265568168,-671.775255741345,-5148.36066706128,-1307.05064916372,-6847.96649581088,-1100.17737295877,-1053.17739935289,-1288.54839196455,-1240.48615050654,-1066.69022145645,1.72662259212009,0.283653612703994,1.02638243320229,0.512526086606413,11.5766871665119,10.7482080453082,9.58595873023825,10.0343885040865,8.25211585377534,10.2995353778008,11.5152019291822,11.409558811731,10.0836586075078,9.88883523885141,10.3441260493106,10.8524449697687,9.99787255747985,0.123575788847958,0.115969383018452,0.185995388808885,0.109867747387967,0.116231392054096,0.0451821381263965,0.128645380221199,0.0538246727794349,0.137585452205726,0.105569326710637,0.102728442370238,0.108934625611712,0.166717822830148,0.216162529436936,0.216062939597998,0.250019724310835,0.160339281509872,0.343381314804798,0.0502867793832403,0.209813066703875,0.0454333140675711,0.276749207532928,0.188615813041643,0.250282854862779,0.199900175257243,0.214652458843785,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,0,0
-1496.40972646995,-1227.41833220956,-919.271603906128,-1048.83327077881,-669.094488918133,-5024.00033659617,-1307.28768683424,-6825.84338848965,-1098.17097875918,-1053.35140244712,-1288.36432295178,-1240.8309852212,-1066.00880601486,1.72389220052995,0.283653612703994,1.02638243320229,0.512526086606413,11.5237298860595,10.7482080453082,9.58595873023825,10.0504256987677,8.25211585377534,10.2995353778008,11.5191464931914,11.409558811731,10.0836586075078,9.89052333353151,10.3441260493106,10.8524449697687,9.97751318802033,0.125058182369039,0.115969383018452,0.185995388808885,0.109867747387967,0.140838530032258,0.0389051670318572,0.128645380221199,0.0535055273706889,0.137585452205726,0.105569326710637,0.102728442370238,0.108934625611712,0.166717822830148,0.203008016189249,0.216062939597998,0.252339172008712,0.162408267353344,0.343381314804798,0.045324225473626,0.209813066703875,0.0454333140675711,0.268613240600627,0.188615813041643,0.250282854862779,0.202191187842808,0.205986252292378,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,0,1,1
-1429.8756753209,-1193.69257788457,-909.015123013534,-1035.58526965361,-665.490924647746,-4380.39606170438,-1274.42355609102,-5745.59230169894,-1071.96061805561,-1033.16709946194,-1239.11898462211,-1210.84152698377,-1041.45062256372,1.72389220052995,0.283653612703994,1.02457498622037,0.473775213202234,11.5220781295128,10.7482080453082,9.58595873023825,10.0504256987677,8.23244823637178,10.2995353778008,11.5191464931914,11.4099962030617,10.0836586075078,9.89052333353151,10.3441260493106,10.8852262352394,9.97751318802033,0.126705234377658,0.121030634150673,0.185995388808885,0.114282319452518,0.140838530032258,0.0389051670318572,0.130563719030686,0.0535055273706889,0.133361659169325,0.105569326710637,0.102728442370238,0.116285908988077,0.166717822830148,0.203008016189249,0.216062939597998,0.209907997758767,0.162037587368304,0.343381314804798,0.045324225473626,0.209813066703875,0.0455447523426435,0.257349515716327,0.188615813041643,0.250282854862779,0.202191187842808,0.205986252292378,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
-1429.59920621112,-1193.6729506502,-909.46139140706,-1036.30765815816,-665.586580583827,-4380.34114097395,-1274.64383210654,-5667.96599292764,-1069.8655201119,-1033.26706192098,-1239.11295258117,-1210.7952357087,-1040.93745820324,1.72389220052995,0.284802679639711,1.02457498622037,0.473775213202234,11.5220781295128,10.7482080453082,9.58595873023825,10.0177649682017,8.23244823637178,10.2995353778008,11.5191464931914,11.4233521509959,10.0836586075078,9.89338640181586,10.3441260493106,10.8852262352394,10.0015520790408,0.126705234377658,0.121030634150673,0.220177506062668,0.114282319452518,0.140838530032258,0.0389051670318572,0.135703755664164,0.0535055273706889,0.15297757092221,0.105569326710637,0.102728442370238,0.116285908988077,0.166717822830148,0.20206395756961,0.215799496081928,0.206623134689232,0.157689645079828,0.344729984515725,0.0453066481551652,0.209813066703875,0.0455447523426435,0.251068752668008,0.188615813041643,0.251679378215693,0.20506485407247,0.187908545784113,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1,1
-1423.09345057412,-1188.91530590078,-902.974422523883,-1035.70735650176,-661.043572357146,-4351.82570427056,-1266.75905546098,-5612.82097334107,-1064.38075731873,-1028.56498157526,-1229.92515923238,-1207.22561107153,-1035.89651880519,1.70512827517345,0.284802679639711,1.01858232582458,0.473775213202234,11.5220781295128,10.7043835651864,9.58595873023825,10.0177649682017,8.23244823637178,10.2995353778008,11.5235947806854,11.4323682809643,10.0836586075078,9.87247390993963,10.3441260493106,10.8852262352394,10.0015520790408,0.114178732247078,0.121030634150673,0.220177506062668,0.112892744498481,0.141217228746989,0.0389051670318572,0.135703755664164,0.0535055273706889,0.152827706852583,0.105569326710637,0.102728442370238,0.116285908988077,0.166717822830148,0.20206395756961,0.215799496081928,0.206623134689232,0.157689645079828,0.299837908940396,0.0441741431673947,0.203715117196323,0.0455447523426435,0.244253754350233,0.188615813041643,0.247932140500366,0.20204257179548,0.187908545784113,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,0
-1413.54689230586,-1180.59352122768,-899.834235961889,-1037.17913824207,-660.694710512005,-4067.88520139335,-1262.73684102991,-5282.18431932836,-1062.60407989386,-1026.51625858606,-1220.48928117497,-1204.97857517713,-1033.22715299601,1.67214840624208,0.288716624654608,1.01858232582458,0.465791888654256,11.5457318470291,10.7043835651864,9.58595873023825,10.0177649682017,8.23244823637178,10.3200703939377,11.5235947806854,11.4323682809643,10.0836586075078,9.8749523648471,10.3441260493106,10.8852262352394,10.0015520790408,0.11788017512406,0.121030634150673,0.202680140042104,0.0982696456466829,0.121024760588547,0.0386073833255927,0.135703755664164,0.0506213002959086,0.154928020538264,0.105569326710637,0.102728442370238,0.116285908988077,0.166717822830148,0.202362165616269,0.196858539494577,0.206623134689232,0.157689645079828,0.292839624671391,0.0441741431673947,0.203715117196323,0.0455447523426435,0.244253754350233,0.188615813041643,0.255840960079148,0.198099432715822,0.187908545784113,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0
-1384.05553579567,-1159.06525304487,-882.093983030259,-1029.84103710382,-648.891350013435,-4094.91348363213,-1238.27762382431,-5405.13211574438,-1041.31105254525,-1010.96388130123,-1191.21083371281,-1190.40861544155,-1016.59248720524,1.67214840624208,0.288716624654608,0.99554185587983,0.465791888654256,11.5457318470291,10.818731615177,9.58595873023825,10.0553526137163,8.23244823637178,10.3200703939377,11.5230233187265,11.4323682809643,10.0836586075078,9.8749523648471,10.3676373015007,10.8852262352394,9.97868727954082,0.11703343739428,0.121030634150673,0.221701501970082,0.0982696456466829,0.124653416780461,0.0386073833255927,0.135703755664164,0.0506213002959086,0.144061751499321,0.105569326710637,0.102728442370238,0.116285908988077,0.166717822830148,0.202362165616269,0.196858539494577,0.206623134689232,0.15919086099682,0.292839624671391,0.0400901891327341,0.198076572078764,0.0455447523426435,0.232262851197713,0.188615813041643,0.255840960079148,0.194506465208415,0.187908545784113,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0
-1387.21906203248,-1158.98927850819,-881.151392458625,-1034.73718341299,-647.960867604909,-3887.46100367144,-1239.26281880729,-5254.20209823679,-1043.81956789194,-1011.93287873999,-1189.09119162765,-1192.94412817242,-1017.33194901496,1.63921731071779,0.288716624654608,0.99554185587983,0.465791888654256,11.5401979014013,10.8271056681419,9.58595873023825,10.0581564745736,8.23244823637178,10.3504929911948,11.5370174822289,11.4323682809643,10.0836586075078,9.8749523648471,10.4112975062629,10.8852262352394,9.97868727954082,0.117701455219882,0.121030634150673,0.221701501970082,0.0982696456466829,0.124653416780461,0.0365323378149857,0.135703755664164,0.0467222414606041,0.149788513424762,0.116681610371129,0.102728442370238,0.116285908988077,0.166717822830148,0.202362165616269,0.207373448498425,0.232285363755022,0.15919086099682,0.292839624671391,0.0400901891327341,0.191167747705358,0.0455447523426435,0.232262851197713,0.186550117774912,0.26564726515087,0.18845832256661,0.175369683210375,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,1
-1345.45037133097,-1142.89901093248,-875.87085548647,-1032.13504970358,-646.620190533027,-3302.31566663286,-1227.32364828333,-4365.36982562036,-1033.55936494496,-1003.79502367899,-1161.00813134308,-1182.45367060055,-1005.39704491787,1.60382429229067,0.3060821047051,0.99554185587983,0.425356925326273,11.5320574782305,10.8041614092112,9.58595873023825,9.97748401686418,8.23244823637178,10.3659993529331,11.5356162895953,11.4323682809643,10.0400900990182,9.87761358051999,10.4112975062629,10.8774877715267,10.0096980134659,0.123668960178974,0.121030634150673,0.2022588310415,0.0982696456466829,0.124653416780461,0.0367362353753415,0.131465474771609,0.0457750120871653,0.149788513424762,0.116681610371129,0.107534554996633,0.116285908988077,0.166717822830148,0.182642431174012,0.207373448498425,0.223350037424245,0.15919086099682,0.292839624671391,0.0390645216409476,0.192162499888008,0.0443815190826559,0.238582069842361,0.192380750004202,0.255588405797363,0.200543388204438,0.175369683210375,1,1,0,1,1,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0
-1317.16132709733,-1134.12361613765,-875.967998388034,-1027.04074622875,-647.590193644458,-2881.8859233072,-1222.71199709963,-3685.49192181345,-1023.98458326872,-996.318492796581,-1138.63434528496,-1174.48851506181,-995.7154954964,1.60382429229067,0.3060821047051,0.99554185587983,0.379551325856168,11.522695914833,10.7574538250312,9.58595873023825,9.97748401686418,8.23244823637178,10.3700050670917,11.4586576670813,11.4323682809643,10.0400900990182,9.87761358051999,10.4112975062629,10.9918970862815,10.0194053994524,0.11465359180967,0.121593905659492,0.21219674069578,0.0982696456466829,0.124653416780461,0.0320562493268647,0.120581530757497,0.0425194555525998,0.138817034856755,0.116681610371129,0.114042071135237,0.116285908988077,0.173170199355703,0.182642431174012,0.21795750927014,0.215877414807701,0.15919086099682,0.312759059430323,0.0379950124435832,0.199536224109721,0.0443815190826559,0.24385310416803,0.188718293775595,0.255588405797363,0.200543388204438,0.176140757756037,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1
-1316.82570957737,-1134.40394030462,-876.172158575986,-1026.49187043317,-648.630691760999,-2789.18012759055,-1221.41239093156,-3661.669791991,-1023.85403393218,-995.464948412375,-1140.9152285881,-1173.00343511207,-995.560093294632,1.60382429229067,0.3060821047051,0.995251045454989,0.379551325856168,11.4751590807483,10.7574538250312,9.58595873023825,9.97748401686418,8.23244823637178,10.4107584793748,11.4586576670813,11.4323682809643,10.0400900990182,9.87761358051999,10.4112975062629,10.9896978462441,10.0194053994524,0.11465359180967,0.121593905659492,0.21219674069578,0.0982696456466829,0.114871096953422,0.0313941723142699,0.128955470194942,0.0425194555525998,0.138817034856755,0.116681610371129,0.102444226024819,0.12485723654109,0.173817015434668,0.177696204400634,0.219946906281513,0.22701827846846,0.156596241461264,0.312759059430323,0.0380620032427928,0.193826144475573,0.0410217538408596,0.24385310416803,0.182271370079723,0.27867662564703,0.196099442989903,0.176757545443904,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1
-1321.20385698844,-1135.96677089285,-877.455201119225,-1040.37748898836,-648.29490506972,-2460.6145126319,-1227.1973911639,-3225.30725776485,-1030.27640739034,-1000.76076860109,-1138.5134997861,-1184.3264775922,-1001.37601054762,1.47427390267498,0.3060821047051,0.999029063626317,0.361258539075202,11.4751590807483,10.6722320564893,9.58555328545626,9.91320198268634,8.23244823637178,10.4165695901287,11.4586576670813,11.4323682809643,10.0400900990182,9.85374084892188,10.4112975062629,10.9327972639913,9.89434950204954,0.11465359180967,0.121593905659492,0.21219674069578,0.0982696456466829,0.114871096953422,0.0313941723142699,0.128955470194942,0.0418458429315326,0.138817034856755,0.116681610371129,0.102444226024819,0.12485723654109,0.173827343654861,0.177696204400634,0.202276521124775,0.214297033443234,0.146734727143169,0.312759059430323,0.0380620032427928,0.189161676944092,0.0410217538408596,0.24385310416803,0.182271370079723,0.27867662564703,0.196099442989903,0.181251385056674,1,0,1,1,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,1
-1323.60370111717,-1136.08922294801,-877.582811338493,-1042.11759829654,-648.033464038111,-2424.14322227667,-1229.53596563958,-3185.2103587134,-1032.20503387914,-1003.91760468454,-1136.50451944771,-1188.93105875265,-1001.63893271757,1.44953335234528,0.3060821047051,0.999029063626317,0.361258539075202,11.4751590807483,10.6768316884772,9.58555328545626,9.97018884084475,8.23244823637178,10.4165695901287,11.4586576670813,11.4323682809643,10.0400900990182,9.79099543064924,10.396235527703,10.9775402148006,9.89434950204954,0.116197435835709,0.115864571921321,0.212066279123835,0.105500837613836,0.114871096953422,0.0313941723142699,0.123050331121723,0.0418458429315326,0.138817034856755,0.116681610371129,0.107995342086331,0.124682121022376,0.173827343654861,0.177696204400634,0.195964064264546,0.213905275844855,0.146734727143169,0.312759059430323,0.0380082853062779,0.189161676944092,0.0410217538408596,0.24385310416803,0.182271370079723,0.254642813611517,0.209614921558307,0.166525354193816,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1
-1316.36263936502,-1133.51231143758,-875.727184162631,-1049.66086293473,-645.213993195716,-2176.32453362222,-1234.26864417261,-2789.67936434778,-1031.04001849183,-1003.76357205654,-1125.5205798321,-1196.27875668118,-999.91477986827,1.36683924758809,0.324342236309721,0.991813690440474,0.330822692467869,11.4774439029406,10.6797816209136,9.46978735234581,9.97908725981311,8.09883135633181,10.4298777078161,11.4586576670813,11.4598699863302,10.015748196161,9.79368828747175,10.319156052726,10.9775402148006,9.9018380383224,0.119042767247046,0.115864571921321,0.212066279123835,0.111495442455995,0.114871096953422,0.030922552517666,0.122351138499327,0.0418458429315326,0.15671015621307,0.116681610371129,0.113672371432709,0.124682121022376,0.173827343654861,0.178306776814218,0.178853857701403,0.209800790638203,0.148941327430315,0.312759059430323,0.0380082853062779,0.19413061068174,0.0409936296997378,0.247073191693467,0.182271370079723,0.247509585123617,0.18492002396102,0.163068482535409,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,1,1,0,0,1,1,1,0,1,1,1
-1315.46525288439,-1133.20832987072,-875.881753491803,-1050.12426874343,-640.843394553465,-2176.32453362222,-1234.57566015436,-2766.26436195937,-1029.76922486586,-1004.18081738911,-1125.93349330531,-1194.76752725202,-999.91477986827,1.36683924758809,0.324342236309721,0.991813690440474,0.330822692467869,11.4714387800087,10.6797816209136,9.46978735234581,9.97908725981311,8.01135146962321,10.4298777078161,11.4599289568859,11.4598699863302,9.98592784263889,9.71912951466376,10.319156052726,10.9775402148006,9.9018380383224,0.122979153470954,0.117623357383797,0.214011544917713,0.111495442455995,0.114871096953422,0.030922552517666,0.130947166232343,0.0418458429315326,0.15671015621307,0.116681610371129,0.113672371432709,0.13524872303468,0.173827343654861,0.172344841463485,0.178893942299014,0.209800790638203,0.140755440452407,0.238596554715461,0.0380082853062779,0.199606880300073,0.0364847409404257,0.234618656194042,0.149788708996004,0.221116911600914,0.18492002396102,0.163068482535409,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,1,1,1,1,1,0,0
-1314.72241041526,-1132.09229130781,-875.403023896679,-1049.66258918406,-640.343459458244,-2171.54012056615,-1234.16264515479,-2765.75139050975,-1027.69594848907,-1003.39698585112,-1126.45555447701,-1192.96552801709,-1000.37150002265,1.36683924758809,0.324342236309721,0.990075087684274,0.330822692467869,11.4714387800087,10.6797816209136,9.46978735234581,9.97908725981311,8.01135146962321,10.4298777078161,11.4599289568859,11.4598699863302,9.95353469977658,9.71912951466376,10.319156052726,10.9528440599915,9.9018380383224,0.122979153470954,0.124684548513244,0.214011544917713,0.111495442455995,0.117123964925465,0.0294610326063152,0.132870647033607,0.0418458429315326,0.142124224727086,0.114482789529114,0.124831718195353,0.13524872303468,0.173827343654861,0.172344841463485,0.178893942299014,0.210196549434244,0.145899593387329,0.238596554715461,0.0370233518707365,0.199010810806916,0.0356221390601676,0.22577897844052,0.149788708996004,0.221090053775257,0.18492002396102,0.1860374353318,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,1,1,1,1,0,1,0,1
-1310.98501517522,-1135.13626931808,-880.549318044005,-1053.1572290357,-642.668425992456,-1982.15782141547,-1239.94647299567,-2488.82437561297,-1028.51037303383,-1005.176507514,-1121.90545869328,-1195.34664308147,-1000.28682646313,1.31729433953728,0.363757184507176,0.990075087684274,0.29439597807039,11.4714387800087,10.6797816209136,9.43755380435753,9.97908725981311,8.01135146962321,10.4515765278941,11.4648816098581,11.4718465243965,9.95507785561456,9.8119456725196,10.319156052726,10.9442959127836,9.9018380383224,0.136990562748129,0.124684548513244,0.210572066158991,0.111495442455995,0.138543499978507,0.0282438141982386,0.125739819818916,0.0418458429315326,0.142124224727086,0.116182785984131,0.124831718195353,0.14451898099799,0.173827343654861,0.175503083503496,0.191331792587497,0.210196549434244,0.145899593387329,0.238596554715461,0.0370233518707365,0.19807382176503,0.0356221390601676,0.217758076878358,0.154477315895933,0.221593803830798,0.18492002396102,0.182535953797886,1,1,0,1,0,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,1,1,0,1
-1315.29349707575,-1136.98237655059,-880.659184875811,-1062.02772951078,-641.152557824059,-1946.33799347945,-1244.44865129667,-2402.54844908651,-1031.35918085315,-1007.62549995823,-1122.41108099862,-1200.5584601263,-1002.91600720295,1.27566689199911,0.363757184507176,0.990075087684274,0.29439597807039,11.496510279631,10.6797816209136,9.43755380435753,9.92653853584228,8.0661540347652,10.4515765278941,11.4648816098581,11.5071997191193,9.93253678286485,9.76460102108079,10.2983304199931,10.9442959127836,9.9018380383224,0.135362050385459,0.124684548513244,0.210572066158991,0.102362673281598,0.138543499978507,0.0269401928874539,0.125739819818916,0.0418458429315326,0.142124224727086,0.116484001898946,0.114779226749532,0.132993227357728,0.173827343654861,0.175314149932582,0.177776816167207,0.211912810243433,0.163077186921486,0.238596554715461,0.0370233518707365,0.19807382176503,0.0353468272472211,0.217758076878358,0.154477315895933,0.221593803830798,0.18492002396102,0.183739749440746,1,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1
-1319.06640205252,-1140.31619125822,-881.539929245567,-1067.34517912809,-643.01084081052,-1909.72936155896,-1246.24517221693,-2358.64793622911,-1034.20154044257,-1010.84416136426,-1123.65592183063,-1204.98856948927,-1005.20181872436,1.23892789660198,0.374297380329831,0.990075087684274,0.290639311525571,11.496510279631,10.6469799769461,9.43755380435753,9.92653853584228,8.05428844396592,10.4515765278941,11.4648816098581,11.5071997191193,9.93253678286485,9.71601578766571,10.2983304199931,10.9168357919661,9.8478719918765,0.135650703671895,0.126410653360404,0.210572066158991,0.10304014218045,0.108390910263237,0.0258808075780611,0.131317899536641,0.0418458429315326,0.142124224727086,0.114062927858411,0.114779226749532,0.143822971769209,0.173827343654861,0.17631078393001,0.181281815445398,0.211912810243433,0.163077186921486,0.261979631239803,0.0370233518707365,0.174425624999748,0.0342759429266232,0.215801114972329,0.148936446582937,0.221593803830798,0.184145372275821,0.165085330780804,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,0,0,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1
-1321.06231424504,-1141.81612092781,-882.942649383552,-1065.7742446615,-642.629246755622,-1883.61002951206,-1246.92345787679,-2349.00135220926,-1036.02466851678,-1012.00017392485,-1127.42283471034,-1205.1657185584,-1006.53215719674,1.23892789660198,0.376915161508064,0.994959320485785,0.290639311525571,11.5216643666286,10.6648214897063,9.4281586238202,9.92653853584228,8.05428844396592,10.4760447736784,11.4285355065862,11.508903642303,9.93253678286485,9.71601578766571,10.2204331646927,10.8956679620821,9.8478719918765,0.14007442057315,0.118027634980109,0.198908401368599,0.12017894055474,0.145380862982034,0.0240522785108014,0.135378314065385,0.0418458429315326,0.161729409204419,0.114062927858411,0.118882121995333,0.143822971769209,0.176122089231909,0.187086870369797,0.184287017619923,0.178807462754327,0.163077186921486,0.221859541092014,0.0370233518707365,0.172714760326695,0.0342759429266232,0.217778429410381,0.148936446582937,0.221593803830798,0.184145372275821,0.161206477175697,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,0,1,0,1,0,1,0,0,0,1
